JAC, 3.000161, 18, 0.01000000000000000021, 181, 3203157
JAC, 3.000550, 25, 0.01000000000000000021, 288, 1564704
JAC, 3.000946, 34, 0.01000000000000000021, 402, 826512
JAC, 3.002266, 47, 0.01000000000000000021, 501, 428355
JAC, 3.001054, 66, 0.01000000000000000021, 437, 212382
JAC, 3.004967, 92, 0.01000000000000000021, 334, 107548
JAC, 3.009591, 130, 0.01000000000000000021, 266, 49210
JAC, 3.016267, 183, 0.01000000000000000021, 214, 23326
JAC, 3.001508, 258, 0.01000000000000000021, 172, 11696
JAC, 3.074611, 364, 0.01000000000000000021, 138, 5382
JAC, 3.143882, 514, 0.01000000000000000021, 110, 2200
JAC, 3.303165, 726, 0.01000000000000000021, 88, 880
JAC, 3.006875, 1026, 0.01000000000000000021, 70, 350
JAC, 3.922216, 1450, 0.01000000000000000021, 56, 224
JAC, 3.764859, 2050, 0.01000000000000000021, 45, 90
JAC, 3.277291, 2898, 0.01000000000000000021, 36, 36
JAC, 5.019635, 4098, 0.01000000000000000021, 28, 28
G-S, 3.000018, 18, 0.01000000000000000021, 111, 1741590
G-S, 3.000330, 25, 0.01000000000000000021, 185, 800495
G-S, 3.001194, 34, 0.01000000000000000021, 277, 379490
G-S, 3.000942, 47, 0.01000000000000000021, 398, 178304
G-S, 3.010220, 66, 0.01000000000000000021, 490, 83790
G-S, 3.017870, 92, 0.01000000000000000021, 446, 41032
G-S, 3.034854, 130, 0.01000000000000000021, 333, 19647
G-S, 3.050381, 183, 0.01000000000000000021, 265, 9540
G-S, 3.063253, 258, 0.01000000000000000021, 214, 4708
G-S, 3.244417, 364, 0.01000000000000000021, 172, 2236
G-S, 3.252107, 514, 0.01000000000000000021, 137, 959
G-S, 3.077128, 726, 0.01000000000000000021, 110, 440
G-S, 3.780009, 1026, 0.01000000000000000021, 88, 264
G-S, 4.069435, 1450, 0.01000000000000000021, 70, 140
G-S, 3.590645, 2050, 0.01000000000000000021, 56, 56
G-S, 6.056836, 2898, 0.01000000000000000021, 44, 44
G-S, 9.441086, 4098, 0.01000000000000000021, 35, 35
