G-S, 0.000000, 10, 0.00010000000000000000, 80, 
G-S, 0.000000, 13, 0.00010000000000000000, 133, 
G-S, 0.000000, 18, 0.00010000000000000000, 245, 
G-S, 0.000000, 25, 0.00010000000000000000, 453, 
G-S, 0.010000, 34, 0.00010000000000000000, 785, 
G-S, 0.040000, 47, 0.00010000000000000000, 1384, 
G-S, 0.150000, 66, 0.00010000000000000000, 2458, 
G-S, 0.510000, 92, 0.00010000000000000000, 4267, 
G-S, 1.800000, 130, 0.00010000000000000000, 7403, 
G-S, 6.010000, 183, 0.00010000000000000000, 12421, 
G-S, 19.410000, 258, 0.00010000000000000000, 20144, 
G-S, 59.709999, 364, 0.00010000000000000000, 31031, 
G-S, 168.729996, 514, 0.00010000000000000000, 43560, 
G-S, 393.790009, 726, 0.00010000000000000000, 50435, 
G-S, 623.939941, 1026, 0.00010000000000000000, 40331, 
G-S, 966.030029, 1450, 0.00010000000000000000, 31014, 
G-S, 1573.469971, 2050, 0.00010000000000000000, 24824, 
